Nombre del Programa,Nombre de la modalidad/Categoría (si aplica) ,Institución a cargo,Características del apoyo,Entrega del apoyo,Descripción del programa,Dato de contacto para pedir informes[formateado],Dato de contacto para pedir informes,Clasificación por prioridad,Profesionista,Necesidad,Tradicional,Lifestyle,Cultural,Emp Social,Alto impacto,Aún no existe,Start up,Crecimiento,Consolidación
"Creación, Fortalecimiento de Incubadoras de Empresas y Esquemas No Tradicionales de Incubación de la Red para Mover a México", Modalidad a) Creación de empresas tradicionales --> Rubro b) Insumos para la puesta en marcha de negocios tradicionales,INADEM,"Activo fijo
Asesoría/Capacitación
Trámites",Subsidio,"Otorga apoyo económico a emprendedores para que obtengan conocimientos, habilidades, acompañamiento empresarial, así como para la compra de equipo, mobiliario, inventario o trámites de inicio de su negocio. 
","Lic. Rafael Agustín Díaz ArrietaAv. Insurgentes Sur 1940, piso 7Col. Florida, México, D.F.Tel. 52296100 Ext. 32137e-mail: rafael.diaz@economia.gob.mx","Lic. Rafael Agustín Díaz Arrieta

Av. Insurgentes Sur 1940, piso 7
Col. Florida, México, D.F.

Tel. 52296100 Ext. 32137
e-mail: rafael.diaz@economia.gob.mx",Diseñar o mejorar mi plan de negocios.,0,0,1,1,1,1,0,1,1,0,0
Programa de Asesoría y Calificación de Proyectos,,SECTUR,Otro - Evaluación de proyectos,Servicio,Brinda el servicio de calificación de proyectos turístiicos. Esta evaluación permite conocer la rentabilidad y el impacto de futuros proyectos.,http://www.fonatur.gob.mx/es/prod_serv/index.asp?modsec=01-PACP&sec=2,http://www.fonatur.gob.mx/es/prod_serv/index.asp?modsec=01-PACP&sec=2,Diseñar o mejorar mi plan de negocios.,0,0,1,1,1,1,1,1,1,1,1
Programa de formación empresarial,,NAFIN,Asesoría/Capacitación,Capacitación,Imparte cursos de temas diversos relacionados con el emprendimiento y la gestión de MiPyMEs.,Teléfono: 01800-623 46 72 Correo electrónico: capacitacion@nafin.gob.mx / info@nafin.gob.mx ,"Teléfono: 01800-623 46 72 
Correo electrónico: capacitacion@nafin.gob.mx / info@nafin.gob.mx ",Diseñar o mejorar mi plan de negocios.,0,1,1,1,0,0,0,1,1,0,0
Sistema de Apertura Rápida de Empresas (SARE),,Comisión Federal de Mejora Regulatoria (COFEMER),Trámites,Servicio,Impulsa al emprendedor a concretar su proyecto mediante la simplificación de los trámites involucrados en la apertura de su empresa.,"Nombre: Gabriela Montaño García Cargo: Coordinadora de Estados y Municipios Teléfono: 56299500, ext.22664 Correo electrónico: gabriela.montano@cofemer.gob.mx","Nombre: Gabriela Montaño García 
Cargo: Coordinadora de Estados y Municipios 
Teléfono: 56299500, ext.22664 
Correo electrónico: gabriela.montano@cofemer.gob.mx",Diseñar o mejorar mi plan de negocios.,1,0,1,1,1,1,1,1,0,0,0
BECA EMPRENDEDORES,,SEP,Beca,Subsidio,"Otorga un apoyo económico a aquellos alumnos que se encuentren desarrollando un plan de emprendimiento sobresaliente y que estén siendo formados en un Centro de 
Emprendedores de Educación Media Superior (EMS) mediante el Modelo de Emprendedores de Educación Media Superior. ","Nombre: Atención Ciudadana del PROBEMSCargo: Ejecutivo de Alianzas EstratégicasTeléfono: 3601-1000 exts: 60540, 60625, 60541 y al 01800-1128893Correo electrónico: becasmediasuperior@sep.gob.mx","Nombre: Atención Ciudadana del PROBEMS
Cargo: Ejecutivo de Alianzas Estratégicas
Teléfono: 3601-1000 exts: 60540, 60625, 60541 y al 01800-1128893
Correo electrónico: becasmediasuperior@sep.gob.mx",Diseñar o mejorar mi plan de negocios.,0,1,1,0,0,0,0,1,0,0,0
Talleres de Vinculación Empresarial,,Álvaro Obregón,Asesoría/Capacitación,Capacitación,"Imparte talleres de temas variados que fortalecen las habilidades del emprendedor (contabilidad, finanzas, mercadotecnia, etc.).",José Matías Rodríguez/  Coordinador de Fomento Cooperativo y al Empleo5276 6871,"José Matías Rodríguez/  Coordinador de Fomento Cooperativo y al Empleo
5276 6871",Diseñar o mejorar mi plan de negocios.,1,1,1,1,0,0,0,1,1,0,0
"Incubadora de Empresas
",,Azcapotzalco,Asesoría/Capacitación,Capacitación,Proceso de incubación de empresas para todos aquellos emprendedores que buscan iniciar su negocio.,JUD Fomento económico y apoyo a jóvenes emprendedores.5354 9994,"JUD Fomento económico y apoyo a jóvenes emprendedores.
5354 9994",Diseñar o mejorar mi plan de negocios.,0,1,1,1,0,0,0,1,1,0,0
Talleres de Capacitación,,Cuauhtémoc,Asesoría/Capacitación,Capacitación,Imparte cursos de capacitación al público interesado en adquirir y reforzar habilidades emprendedoras.,Director de Desarrollo Económico y Fomento Económico24523111 jpadilla91@hotmail.com,"Director de Desarrollo Económico y Fomento Económico
24523111 
jpadilla91@hotmail.com",Diseñar o mejorar mi plan de negocios.,1,1,1,1,0,0,0,1,1,0,0
Incubadora de Empresas,,Gustavo A. Madero,Asesoría/Capacitación,Capacitación,Proceso de incubación de empresas para emprendedores de mediana tecnología que buscan iniciar su negocio.,Delegación Gustavo A. MaderoDesarrollo Económico5118 2800,"Delegación Gustavo A. Madero
Desarrollo Económico
5118 2800",Diseñar o mejorar mi plan de negocios.,0,0,1,1,1,1,1,1,1,0,0
Centro de Vinculación Empresarial,,Gustavo A. Madero,Asesoría/Capacitación,Capacitación,"Imparte cursos de emprendimiento y administración (cómo promover tu negocio, cómo hacer exitoso tu negocio, asesoría, cambio de imagen, plan de negocios). Los cursos son impartidos por Nafin, personal de la delegación y empresarios que ofrecen cursos gratuitos.",Delegación Gustavo A. MaderoDesarrollo Económico5118 2800,"Delegación Gustavo A. Madero
Desarrollo Económico
5118 2800",Diseñar o mejorar mi plan de negocios.,1,1,1,0,0,0,0,1,1,0,0
Apoyo a la Mujer Microempresaria,,Magdalena Contreras,Asesoría/Capacitación ,Capacitación,Ofrece cursos y asesorías dirigidos a apoyar a la mujer emprendedora para iniciar o mejorar su negocio.,Alberto Carmona/ JUD Inversión Empresarialalbertocarmonacortes@gmail.com,"Alberto Carmona/ JUD Inversión Empresarial
albertocarmonacortes@gmail.com",Diseñar o mejorar mi plan de negocios.,0,1,1,0,0,0,0,1,1,0,0
Mujeres Emprendedoras,,Miguel Hidalgo,"Asesoría/Capacitación
Subsidio","Capacitación
Subsidio",Ofrece asesoría y apoyo económico a mujeres que deseen inciar una actividad económica sin tener que abandonar sus hogares.,Patricia Bernal5276 6200http://www.miguelhidalgo.gob.mx/sitio2013/wp-content/uploads/2013/07/mujeres-emprendedoras1.jpg,"Patricia Bernal
5276 6200

http://www.miguelhidalgo.gob.mx/sitio2013/wp-content/uploads/2013/07/mujeres-emprendedoras1.jpg",Diseñar o mejorar mi plan de negocios.,0,1,0,0,0,0,0,1,1,0,0
Talleres Canaco/Coparmex,,Miguel Hidalgo,Asesoría/Capacitación,Capacitación,"Es un taller que busca impulsar a los jóvenes a iniciar su negocio. Si los jóvenes deciden iniciar el proceso, la delegación los vincula con la Universidad La Salle y el IPN para que inicien un plan de negocios.",Hugo García5276 6200 Ext. 2025,"Hugo García
5276 6200 Ext. 2025",Diseñar o mejorar mi plan de negocios.,1,0,1,1,1,1,0,1,0,0,0
Incubadora de Empresas,,Xochimilco,Asesoría/Capacitación,Capacitación,Proceso de incubación de empresas para emprendedores que buscan iniciar su negocio.,Juan Manuel  GonzálezDirección de Fomento EconómicoTel. 5676 6852 Correo: jugonzalez@xochimilco.df.gob.mx,"Juan Manuel  González
Dirección de Fomento Económico
Tel. 5676 6852 
Correo: jugonzalez@xochimilco.df.gob.mx",Diseñar o mejorar mi plan de negocios.,0,1,1,0,0,1,0,1,0,0,0
Incentivos fiscales,Empresas de maquila exportación,SEDECO,Incentivos fiscales,Subsidio,Otorga incentivos fiscales a empresas de la industria maquiladora de exportación.,Teléfono. 5682 2096 ext. 126 y 318 correo: jessica.rodriguez@sedecodf.gob.mx,"Teléfono. 5682 2096 ext. 126 y 318 
correo: jessica.rodriguez@sedecodf.gob.mx",Expandir mi mercado.,0,0,1,0,0,0,1,0,1,1,1
Tecno Tienda,,SECITI,"Activo fijo 
Asesoría/Capacitación
Certificación","Subsidio
Capacitación
Certificación",Otorga terminales punto de venta con conexión a internet a tiendas de abarrotes. Además brinda capacitación para hacer crecer los negocios y los certifica como Tecno Tienda.,"Delegación TlalpanDirección General de Desarrollo Económico y Fomento CooperativoCalle Juárez No. 68, Col. Tlalpan, C.P. 14000, Delegación TlalpanTeléfono: 5485 0598","Delegación Tlalpan
Dirección General de Desarrollo Económico y Fomento Cooperativo
Calle Juárez No. 68, Col. Tlalpan, C.P. 14000, Delegación Tlalpan
Teléfono: 5485 0598",Incorporar tecnología e innovación.,0,0,1,0,0,0,0,0,1,1,1
Desarrollo de Proveedores,,INADEM,"Activo fijo
Capacitación
Comercialización",Subsidio,"Otorga apoyo económico a PyMEs que buscan insertarse en cadenas productivas, incrementando sus ventas a medianas y grandes empresas. El apoyo económico puede ser utilizado en la adquisición de activo fijo, capacitación, comercialización, entre otros.","Call Center de atención a dudas01(800) 08 32-666 opción 4Ing. María Aurora González ValdésDirectora de Articulación EstratégicaAv. Insurgentes Sur 1940,piso 9 Col. Florida, México, D.F.Tel. 52296100 Ext. 32308e-mail: articulacion@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Ing. María Aurora González Valdés
Directora de Articulación Estratégica

Av. Insurgentes Sur 1940,
piso 9 Col. Florida, México, D.F.

Tel. 52296100 Ext. 32308
e-mail: articulacion@economia.gob.mx",Expandir mi mercado.,0,0,1,0,0,0,1,0,1,1,1
Creación y fortalecimiento de aceleradoras de empresas y Proceso de Aceleración de Empresas Nacional o Internacional, Modalidad b) Modalidad para Empresas,INADEM,Comercialización,Subsidio,Otorga apoyo económico que puede ser utilizado en la contratación de consultorías para potenciar el crecimiento y/o la internacionalización de las PyMEs. La consultoría es ofrecida por cualquiera de las aceleradoras reconocidas por el INADEM.,"Call Center de atención a dudas01(800) 08 32-666 opción 4Carmen Ofelia García GómezAv. Insurgentes Sur 1940, piso 7Col. Florida, México, D.F.Tel. 52296100 Ext. 32103e-mail: carmen.garcia@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Carmen Ofelia García Gómez

Av. Insurgentes Sur 1940, piso 7

Col. Florida, México, D.F.

Tel. 52296100 Ext. 32103
e-mail: carmen.garcia@economia.gob.mx",Expandir mi mercado.,0,0,0,0,0,1,1,0,1,1,0
"Realización de eventos empresariales para fomentar el desarrollo de los sectores estratégicos, encuentros de negocio y/o el emprendimiento", Modalidad a.1) Participación en Eventos Estratégicos,INADEM,Vinculación,Subsidio,Otorga apoyo económico para cubrir los gastos de empresas o emprendedores que desean acudir a un evento empresarial.,"Call Center de atención a dudas01(800) 08 32-666 opción 4Cherie Elizabeth Cangas HernándezAv. Insurgentes Sur 1940, piso 7Col. Florida, México, D.F.e-mail: cherie.cangas@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Cherie Elizabeth Cangas Hernández

Av. Insurgentes Sur 1940, piso 7
Col. Florida, México, D.F.

e-mail: cherie.cangas@economia.gob.mx",Expandir mi mercado.,0,0,1,1,1,1,1,1,1,1,1
Fomento a las Iniciativas de Innovación,,INADEM,"Comercialización
Consultoría
Innovación",Subsidio,Otorga apoyo económico a PyMEs y emprendedores que buscan mejorar el posicionamiento de sus productos y/o incrementar su innovación.,"Call Center de atención a dudas01(800) 08 32-666 opción 4Norma Lucero Mondragón FloresAv. Insurgentes Sur 1940, piso 7Col. Florida, México, D.F.Tel. 52296100 Ext. 32117e-mail: norma.mondragon@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Norma Lucero Mondragón Flores

Av. Insurgentes Sur 1940, piso 7
Col. Florida, México, D.F.

Tel. 52296100 Ext. 32117
e-mail: norma.mondragon@economia.gob.mx",Incorporar tecnología e innovación.,0,0,"1c
1d","1c
1d","1c
1d",1,1,0,1,1,1
Conformación de MIPYMES Mexicanas en Consorcios de Exportación o algún otro tipo de Asociacionismo Empresarial con fines de Exportación y Consolidación de los ya conformados,,INADEM,"Asesoría/Capacitación
Comercialización
Consultoría",Subsidio,"Otorga apoyo económico a MiPyMEs que buscan integrarse a un consorcio de exportación. El apoyo económico puede ser utilizado en consultoría en diferentes temas relacionados con la exportación (mercado, producto, asistencia legal, entre otros). ","Call Center de atención a dudas01(800) 08 32-666 opción 4Iván Ornelas DíazAv. Insurgentes Sur 1940, piso 10Col. Florida, México, D.F.Tel. 52296100 Ext. 32406, 32407, 32411, 32416, 32417, 32424 y 32437e-mail: ivan.ornelas@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Iván Ornelas Díaz

Av. Insurgentes Sur 1940, piso 10

Col. Florida, México, D.F.

Tel. 52296100 Ext. 32406, 32407, 32411, 32416, 32417, 32424 y 32437
e-mail: ivan.ornelas@economia.gob.mx",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Desarrollo de la oferta exportable,,INADEM,"Asesoría/Capacitación
Comercialización
Consultoría",Subsidio,"Otorga apoyo económico a MiPyMEs que buscan exportar sus productos y/o servicios. El apoyo económico puede ser utilizado en consultoría en diferentes temas relacionados con la exportación (mercado, producto, asistencia legal, entre otros). ","Call Center de atención a dudas01(800) 08 32-666 opción 4Iván Ornelas DíazAv. Insurgentes Sur 1940, piso 10Col. Florida, México, D.F.Tel. 52296100 Ext. 32406, 32407, 32411, 32416, 32417, 32424 y 32437e-mail: ivan.ornelas@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Iván Ornelas Díaz

Av. Insurgentes Sur 1940, piso 10
Col. Florida, México, D.F.

Tel. 52296100 Ext. 32406, 32407, 32411, 32416, 32417, 32424 y 32437
e-mail: ivan.ornelas@economia.gob.mx",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Incorporación de Tecnologías de Información y Comunicaciones a las Micro y Pequeñas Empresas,,INADEM,"Activo fijo
Asesoría/Capacitación
Consultoría",Subsidio,"Otorga apoyo económico a MiPyMEs para la adquisición de tecnología (internet, equipo de cómputo, software). El apoyo económico también se puede destinar a la capacitación o consultoría en temas relacionados a las tecnología de la información.","Call Center de atención a dudas01(800) 08 32-666 opción 4Víctor Manuel Sandoval RiveraAv. Insurgentes Sur 1940, piso 10Col. Florida, México, D.F.Tel. 52296100 Ext. 32035e-mail: victor.sandoval@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Víctor Manuel Sandoval Rivera

Av. Insurgentes Sur 1940, piso 10
Col. Florida, México, D.F.

Tel. 52296100 Ext. 32035
e-mail: victor.sandoval@economia.gob.mx",Incorporar tecnología e innovación.,1,0,1,1,1,1,0,0,1,1,1
Fortalecimiento de micro y pequeñas empresas a través de la vitrina de soluciones de las Grandes Empresas y su cadena de valor,,INADEM,"Activo fijo
Asesoría/Capacitación
Consultoría",Subsidio,"Otorga apoyo económico a MiPyMEs para la adquisición de tecnología (internet, equipo de cómputo, software). El apoyo económico también se puede destinar a la capacitación o consultoría en temas relacionados a las tecnología de la información. Tanto los productos a adquirir como la capacitación o consultoría deben ser provistos por una empresa registrada en la vitrina de soluciones del INADEM","Call Center de atención a dudas01(800) 08 32-666 opción 4Víctor Manuel Sandoval RiveraAv. Insurgentes Sur 1940, piso 10Col. Florida, México, D.F.Tel. 52296100 Ext. 32035e-mail: victor.sandoval@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Víctor Manuel Sandoval Rivera

Av. Insurgentes Sur 1940, piso 10

Col. Florida, México, D.F.

Tel. 52296100 Ext. 32035
e-mail: victor.sandoval@economia.gob.mx",Incorporar tecnología e innovación.,1,0,1,1,0,0,0,0,1,1,1
Programa para el Desarrollo de la Industria del Software (PROSOFT),,Secretaría de Economía,"Activo fijo
Asesoría/Capacitación
Certificación
Comercialización
Innovación",Subsidio,"Otorga apoyo económico para fortalecer el uso de las Tecnologías de Información. El apoyo puede ser utilizado en capacitación, certificación, equipamiento, entre otros.","Dirección deEconomía Digital al teléfono (55) 5229-6100 ext. 34175, 34191 y 34192","Dirección de
Economía Digital al teléfono (55) 5229-6100 ext. 34175, 34191 y 34192",Incorporar tecnología e innovación.,0,0,0,1,1,0,1,0,1,1,1
Consultoría para Registro de Marca Internacional,,PROMÉXICO,"Consultoría
Comercialización",Crédito,Otorga crédito para que la contratación de servicios de consultoría en temas de propiedad industrial y patentes en el extranjero.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
"Diseño de Envase, Empaque, Embalaje y Etiquetado de Productos de Exportación",,PROMÉXICO,"Consultoría
Comercialización",Crédito,Otorga crédito para que la contratación de servicios de consultoría en temas de diseño de imagen del producto.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Estudios de Logística,,PROMÉXICO,"Consultoría
Comercialización",Crédito,Otorga crédito para la contratación de servicios de consultoría en temas de logística interna y logística de exportación.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Estudios de Mercado y Planes de Negocios para la Exportación o Internacionalización,,PROMÉXICO,"Consultoría
Comercialización",Crédito,Otorga crédito para la contratación de servicios de consultoría en temas de investigación de mercados y planes de negocios.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Asesoría Especializada en México,,PROMÉXICO,"Asesoría/Capacitación
Comercialización ",Capacitación,Brinda información a las empresas exportadoras para que puedan realizar negocios internacionales.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Consultoría para la Mejora de Procesos Productivos y Productos de Exportación,,PROMÉXICO,"Consultoría
Comercialización",Crédito,Otorga crédito para la contratación de servicios de consultoría en temas de procesos productivos.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Implantación y Certificación de Normas y Requisitos Internacionales de Exportación y de Sistemas de Gestión de Proveeduría para Exportadores.,,PROMÉXICO,"Consultoría
Comercialización",Crédito,"Otorga crédito para la contratación de servicios de consultoría en temas de implementación y certificación de normas y requisitos internacionales de exportación, así como en sistemas de gestión de proveeduría para exportadores.","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
"Centros de distribución, showrooms y centros de negocios en México y en el extranjero",,PROMÉXICO,Comercialización,Crédito,Otorga crédito para la renta de un expacio físico por un periodo de 6 a 12 meses.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Diseño de material promocional para la exportación,,PROMÉXICO,Comercialización,Crédito,Otorga crédito para el diseño y producción de material promocional.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Envío de muestras al exterior,,PROMÉXICO,Comercialización,Crédito,Otorga crédito para el envío de muestras al exterior.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Estudio para la identificación y selección de nuevos proveedores,,PROMÉXICO,"Comercialización
Consultoría",Crédito ,Otorga crédito para realizar estudios que identifiquen a empresas mexicanas de manufactura con calidad de exportación.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Estudios de mercado para identificar eslabones faltantes o con mínima presencia en las cadenas productivas,,PROMÉXICO,"Comercialización
Consultoría",Crédito,"Otorga crédito para la realización de estudios enfocados a productos, componentes o procesos faltantes en las cadenas productivas ","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Estudios para conformar consorcios de exportación u otros proyectos de asociatividad empresarial,,PROMÉXICO,"Consultoría
Comercialización",Crédito,Otorga crédito para la contratación de servicios de consultoría para la creación de un consorcio exportador.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Participación individual en eventos internacionales,,PROMÉXICO,Comercialización,Crédito,Otorga crédito para la instalación de stands indivduales en eventos internacionales.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Planeación y realización de actividades promocionales en el exterior,,PROMÉXICO,Comercialización,Crédito,Otorga crédito para la realización de eventos promocionales en el exterior.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Bolsa de viaje,,PROMÉXICO,Comercialización,Subsidio,Otorga apoyo económico para la realización de viajes de negocios,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
